0	0
0	0
0	0
0	0
0	0
0	1
0	2
0	2
0	2
0	3
0	3
0	4
0	4
0	4
0	5
0	5
0	5
0	6
0	6
0	7
0	8
0	8
0	8
0	10
0	10
0	12
0	13
0	13
0	14
0	14
0	14
0	16
0	17
0	17
0	18
0	20
0	21
0	23
0	24
0	24
0	25
0	27
0	29
0	30
0	32
0	32
0	32
0	33
0	34
0	34
0	35
0	36
0	38
0	40
0	40
0	41
0	43
0	44
0	48
0	49
0	49
0	50
0	52
0	54
0	54
0	54
0	56
0	57
0	58
0	64
0	64
0	64
0	64
0	64
0	65
0	65
0	65
0	67
0	67
0	68
0	72
0	73
0	80
0	80
0	80
0	80
0	80
0	81
0	81
0	82
0	86
0	87
0	96
0	96
0	96
0	96
0	96
0	96
0	98
0	98
0	100
0	104
0	104
0	104
0	113
0	114
0	115
0	116
0	127
0	127
0	128
0	129
0	130
0	132
0	133
0	134
0	135
0	135
0	136
0	138
0	138
0	139
0	141
0	141
0	143
0	144
0	144
0	144
0	145
0	152
0	152
0	154
0	155
0	156
0	160
0	161
0	161
0	162
0	162
0	165
0	165
0	168
0	175
0	182
0	183
0	185
0	185
0	185
0	191
0	192
0	196
0	196
0	196
0	200
0	201
0	208
0	217
0	223
0	231
0	233
0	234
0	236
0	254
0	255
0	256
0	256
0	257
0	258
0	259
0	263
0	263
0	264
0	264
0	264
0	267
0	271
0	272
0	272
0	272
0	272
0	273
0	273
0	275
0	275
0	276
0	278
0	279
0	285
0	287
0	287
0	288
0	289
0	292
0	292
0	293
0	297
0	300
0	303
0	305
0	312
0	325
0	328
0	331
0	332
0	338
0	342
0	348
0	353
0	368
0	373
0	381
0	386
0	386
0	388
0	388
0	389
0	391
0	395
0	399
0	400
0	400
0	400
0	408
0	408
0	416
0	416
0	420
0	421
0	431
0	432
0	449
0	451
0	455
0	465
0	466
0	480
0	493
0	498
0	511
0	512
0	514
0	515
0	519
0	521
0	521
0	522
0	523
0	524
0	525
0	528
0	529
0	532
0	535
0	537
0	538
0	543
0	543
0	543
0	546
0	546
0	547
0	548
0	550
0	552
0	561
0	562
0	566
0	567
0	567
0	575
0	576
0	576
0	577
0	577
0	580
0	581
0	581
0	581
0	583
0	585
0	587
0	587
0	590
0	590
0	591
0	591
0	599
0	599
0	602
0	607
0	608
0	611
0	627
0	628
0	641
0	641
0	643
0	647
0	647
0	654
0	657
0	657
0	665
0	673
0	675
0	678
0	678
0	681
0	686
0	689
0	704
0	704
0	704
0	707
0	714
0	733
0	735
0	750
0	760
0	760
0	767
0	767
0	769
0	770
0	771
0	776
0	776
0	779
0	779
0	783
0	795
0	799
0	800
0	804
0	810
0	813
0	815
0	825
0	835
